Day,Campaign,Device,Clicks,Impressions,Cost,Conversions
23-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,71,640,"₹1,005.68",11
24-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,25,306,₹189.18,0
26-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,2,18,₹106.16,0
25-May-18,Search_India_Competition_BMM_Mobile,Mobile,47,"1,436","₹1,941.11",1
24-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,2,7,₹43.77,0
31-May-18,Search_India_Brand_Exact_Mobile,Mobile,369,"2,091","₹3,020.19",56
30-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,93,734,₹764.27,9
29-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,41,152,₹666.10,14
29-May-18,Search_India_Brand_Exact_Mobile,Mobile,515,"2,744","₹3,835.00",76
28-May-18,Display_India_Affinity,Mobile,296,"63,706","₹1,747.72",2
25-May-18,Search_India_Generic_Exact_Mobile,Tablet,5,65,₹120.63,0
27-May-18,Display_India_Affinity,Mobile,233,"58,067","₹1,843.06",1
23-May-18,Search_India_Brand_Exact_Mobile,Tablet,5,47,₹23.39,0
23-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,6,43,₹106.80,0
25-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,80,"1,717","₹3,436.73",7
31-May-18,Search_India_Generic_Exact_Mobile,Mobile,880,"8,190","₹24,107.40",76
28-May-18,Search_India_Brand_BMM_Mobile,Tablet,7,83,₹183.75,1
31-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,78,"3,213",₹745.88,2
31-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,55,643,₹374.81,5
29-May-18,Search_India_Generic_Exact_Mobile,Mobile,"1,133","9,400","₹29,994.05",109
25-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,7,"2,994",₹45.48,0
31-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,1,75,₹16.18,0
24-May-18,Search_India_Generic_BMM_Desktop,Desktop,273,"3,731","₹15,266.80",26
24-May-18,Display_India_In-Market_Audience,Tablet,3,"1,573",₹17.79,0
24-May-18,Search_India_Competition_Exact_Desktop,Desktop,27,"1,016","₹2,091.87",4
26-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,616,"85,365","₹5,026.11",4
26-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,5,393,₹64.88,1
24-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,147,₹0.00,0
28-May-18,Search_India_Competition_BMM_Mobile,Mobile,45,"1,467","₹1,947.11",2
25-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,1,44,₹4.90,0
31-May-18,Display_India_Affinity,Desktop,7,"4,823",₹105.54,0
30-May-18,Display_India_KCT_Generic,Desktop,243,"175,536","₹3,147.83",4
26-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,45,"2,166",₹527.32,1
26-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,73,426,"₹4,620.96",4
29-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,70,"3,899",₹656.97,5
28-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,1,17,₹14.32,0
29-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,86,567,"₹2,096.78",5
25-May-18,Display_India_Affinity,Tablet,4,701,₹35.33,0
24-May-18,Search_India_Brand_Exact_Mobile,Mobile,295,"1,681","₹2,442.06",38
29-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,13,₹0.00,0
24-May-18,Display_India_In-Market_Audience,Desktop,25,"20,247",₹374.12,0
30-May-18,Search_India_Generic_Exact_Desktop,Desktop,239,"3,420","₹9,632.45",28
27-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,16,103,₹176.89,0
24-May-18,Search_India_Generic_Exact_Desktop,Desktop,235,"2,412","₹10,371.38",24
25-May-18,Search_India_Competition_Exact_Desktop,Desktop,28,"1,513","₹2,074.13",6
25-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,22,186,₹201.55,1
26-May-18,Search_India_Brand_BMM_Mobile,Mobile,344,"3,528","₹7,895.65",23
31-May-18,Search_India_Competition_Exact_Mobile,Tablet,1,33,₹67.64,0
28-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,49,172,"₹1,160.09",9
23-May-18,Search_India_Brand_BMM_Desktop,Desktop,439,"3,906","₹19,389.20",35
29-May-18,Search_India_Competition_Exact_Mobile,Tablet,0,24,₹0.00,0
30-May-18,Search_India_Generic_Exact_Mobile,Mobile,"1,001","9,051","₹26,677.26",75
26-May-18,Search_India_Brand_BMM_Mobile,Tablet,2,68,₹23.56,3
27-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,424,"2,853","₹4,940.26",42
28-May-18,Search_India_Brand_Exact_Mobile,Mobile,494,"2,729","₹3,769.01",76
30-May-18,Search_India_Brand_Exact_Mobile,Tablet,5,28,₹25.94,0
28-May-18,Search_India_Generic_BMM_Mobile,Tablet,17,323,"₹1,019.34",1
23-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,4,804,₹21.91,0
31-May-18,Search_India_Competition_Exact_Mobile,Mobile,36,"1,802","₹1,803.48",0
23-May-18,Search_India_Generic_BMM_Mobile,Mobile,"1,083","13,233","₹30,516.10",77
28-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,24,"20,875",₹319.76,0
24-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,5,77,₹119.47,0
26-May-18,Display_India_KCT_Large_Cap_Fund,Other,0,1,₹0.00,0
25-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,59,"3,757",₹671.73,2
31-May-18,Display_India_Affinity,Tablet,0,306,₹0.00,0
26-May-18,Display_India_KCT_Generic,Mobile,217,"54,926","₹2,192.74",6
23-May-18,Search_India_Brand_BMM_Mobile,Mobile,732,"7,147","₹16,849.25",61
29-May-18,Search_India_Brand_BMM_Desktop,Desktop,487,"3,813","₹20,457.51",46
25-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,33,152,₹778.07,2
26-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,78,379,"₹1,596.89",9
30-May-18,Display_India_KCT_Generic,Mobile,578,"320,107","₹5,146.97",7
26-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,1,3,₹52.83,0
23-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,0,17,₹0.00,0
25-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,0,18,₹0.00,0
29-May-18,Display_India_KCT_Generic,Tablet,66,"20,609",₹758.94,0
30-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,68,"4,665",₹803.97,8
24-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,21,132,₹524.14,1
26-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,35,241,"₹1,180.60",9
25-May-18,Search_India_Brand_BMM_Mobile,Mobile,693,"6,945","₹15,571.92",76
25-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,677,"129,397","₹4,854.57",7
28-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,41,254,₹548.19,2
29-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,133,622,"₹2,438.25",14
28-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,46,327,"₹3,060.38",5
23-May-18,Search_India_Generic_Exact_Mobile,Tablet,6,88,₹138.86,0
25-May-18,Display_India_Affinity,Desktop,16,"6,728",₹327.71,0
30-May-18,Search_India_Generic_BMM_Desktop,Desktop,256,"4,375","₹14,615.49",32
28-May-18,Display_India_KCT_Generic,Tablet,64,"21,551",₹650.20,1
25-May-18,Search_India_Competition_BMM_Desktop,Desktop,24,"1,723","₹2,019.03",0
25-May-18,Search_India_Generic_BMM_Mobile,Mobile,941,"12,428","₹29,046.67",72
31-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,2,8,₹39.65,0
23-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,2,129,₹24.75,0
29-May-18,Display_India_In-Market_Audience,Tablet,1,663,₹12.51,0
30-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,76,"1,807","₹3,300.88",12
29-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,22,614,₹150.85,0
31-May-18,Search_India_Competition_Exact_Desktop,Desktop,25,"1,117","₹1,719.54",5
26-May-18,Search_India_Generic_BMM_Mobile,Tablet,7,200,₹442.98,0
25-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,89,995,"₹3,258.16",4
23-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,479,"3,594","₹5,157.52",33
29-May-18,Search_India_Competition_Exact_Mobile,Mobile,45,"2,026","₹2,000.50",1
31-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,3,₹0.00,0
24-May-18,Display_India_Affinity,Desktop,22,"22,421",₹340.25,0
28-May-18,Search_India_Generic_Exact_Desktop,Desktop,231,"3,110","₹9,864.41",23
30-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,25,147,₹670.50,3
28-May-18,Display_India_In-Market_Audience,Mobile,144,"48,439","₹1,608.61",0
28-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,159,"1,135","₹5,524.92",11
30-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,116,777,"₹2,495.91",25
23-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,0,13,₹0.00,0
31-May-18,Display_India_In-Market_Audience,Mobile,84,"26,653",₹961.89,0
26-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,4,₹0.00,0
26-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,150,983,"₹4,594.64",4
30-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,118,871,"₹2,117.00",17
24-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,3,31,₹29.25,0
30-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,9,78,₹201.46,0
23-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,709,"83,798","₹4,829.72",2
25-May-18,Search_India_Generic_BMM_Mobile,Tablet,12,266,₹774.70,0
26-May-18,Display_India_Affinity,Mobile,211,"71,033","₹1,852.30",0
28-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,93,763,"₹3,251.92",4
31-May-18,Search_India_Generic_Exact_Mobile,Tablet,15,130,₹379.72,0
31-May-18,Search_India_Brand_BMM_Desktop,Desktop,561,"4,761","₹27,262.66",90
29-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,0,3,₹0.00,0
28-May-18,Search_India_Brand_BMM_Mobile,Mobile,695,"6,955","₹14,937.08",57
29-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,34,"33,107",₹435.98,0
23-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,81,"1,775","₹3,500.25",7
26-May-18,Display_India_In-Market_Audience,Tablet,0,"1,583",₹0.00,0
30-May-18,Display_India_KCT_Generic,Tablet,51,"23,045",₹471.87,0
25-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,76,469,"₹5,027.61",5
30-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,159,"1,175","₹5,555.84",32
30-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,1,9,₹76.77,0
23-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,118,"1,578","₹6,977.20",15
30-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,30,"6,521",₹272.97,0
30-May-18,Search_India_Competition_Exact_Mobile,Tablet,0,28,₹0.00,0
26-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,0,2,₹0.00,0
30-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,0,12,₹0.00,0
26-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,65,418,"₹1,005.58",10
24-May-18,Search_India_Competition_Exact_Mobile,Tablet,0,18,₹0.00,0
30-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,36,"25,000",₹376.09,0
26-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,30,168,₹249.67,2
30-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,33,189,₹270.33,1
31-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,0,12,₹0.00,0
